#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  1923.0           5.0822E+00              5.0822E+00
  1924.0           5.0827E+00              5.0827E+00
  1925.0           5.0832E+00              5.0832E+00
  1926.0           5.0838E+00              5.0838E+00
  1927.0           5.0843E+00              5.0843E+00
  1928.0           5.0848E+00              5.0848E+00
  1929.0           5.0853E+00              5.0853E+00
  1930.0           5.0858E+00              5.0858E+00
  1931.0           5.0863E+00              5.0863E+00
  1932.0           5.0869E+00              5.0869E+00
  1933.0           5.0874E+00              5.0874E+00
  1934.0           5.0879E+00              5.0879E+00
  1935.0           5.0884E+00              5.0884E+00
  1936.0           5.0889E+00              5.0889E+00
  1937.0           5.0894E+00              5.0894E+00
  1938.0           5.0899E+00              5.0899E+00
  1939.0           5.0905E+00              5.0905E+00
  1940.0           5.0910E+00              5.0910E+00
  1941.0           5.0915E+00              5.0915E+00
  1942.0           5.0920E+00              5.0920E+00
  1943.0           5.0925E+00              5.0925E+00
  1944.0           5.0930E+00              5.0930E+00
  1945.0           5.0935E+00              5.0935E+00
  1946.0           5.0941E+00              5.0940E+00
  1947.0           5.0946E+00              5.0946E+00
  1948.0           5.0951E+00              5.0951E+00
  1949.0           5.0956E+00              5.0956E+00
  1950.0           5.0961E+00              5.0961E+00
  1951.0           5.0966E+00              5.0966E+00
  1952.0           5.0971E+00              5.0971E+00
  1953.0           5.0977E+00              5.0977E+00
  1954.0           5.0982E+00              5.0982E+00
  1955.0           5.0987E+00              5.0987E+00
  1956.0           5.0992E+00              5.0992E+00
  1957.0           5.0997E+00              5.0997E+00
  1958.0           5.1002E+00              5.1002E+00
  1959.0           5.1007E+00              5.1007E+00
  1960.0           5.1012E+00              5.1012E+00
  1961.0           5.1018E+00              5.1018E+00
  1962.0           5.1023E+00              5.1023E+00
  1963.0           5.1028E+00              5.1028E+00
  1964.0           5.1033E+00              5.1033E+00
  1965.0           5.1038E+00              5.1038E+00
  1966.0           5.1043E+00              5.1043E+00
  1967.0           5.1048E+00              5.1048E+00
  1968.0           5.1053E+00              5.1053E+00
  1969.0           5.1059E+00              5.1059E+00
  1970.0           5.1064E+00              5.1064E+00
  1971.0           5.1069E+00              5.1069E+00
  1972.0           5.1074E+00              5.1074E+00
  1973.0           5.1079E+00              5.1079E+00
  1974.0           5.1084E+00              5.1084E+00
  1975.0           5.1089E+00              5.1089E+00
  1976.0           5.1094E+00              5.1094E+00
  1977.0           5.1100E+00              5.1100E+00
  1978.0           5.1105E+00              5.1105E+00
  1979.0           5.1110E+00              5.1110E+00
  1980.0           5.1115E+00              5.1115E+00
  1981.0           5.1120E+00              5.1120E+00
  1982.0           5.1125E+00              5.1125E+00
  1983.0           5.1130E+00              5.1130E+00
  1984.0           5.1135E+00              5.1135E+00
  1985.0           5.1140E+00              5.1140E+00
  1986.0           5.1146E+00              5.1146E+00
  1987.0           5.1151E+00              5.1151E+00
  1988.0           5.1156E+00              5.1156E+00
  1989.0           5.1161E+00              5.1161E+00
  1990.0           5.1166E+00              5.1166E+00
  1991.0           5.1171E+00              5.1171E+00
  1992.0           5.1176E+00              5.1176E+00
  1993.0           5.1181E+00              5.1181E+00
  1994.0           5.1187E+00              5.1187E+00
  1995.0           5.1192E+00              5.1192E+00
  1996.0           5.1197E+00              5.1197E+00
  1997.0           5.1202E+00              5.1202E+00
  1998.0           5.1207E+00              5.1207E+00
  1999.0           5.1212E+00              5.1212E+00
  2000.0           5.1217E+00              5.1217E+00
  2001.0           5.1222E+00              5.1222E+00
  2002.0           5.1227E+00              5.1227E+00
  2003.0           5.1233E+00              5.1233E+00
  2004.0           5.1238E+00              5.1238E+00
  2005.0           5.1243E+00              5.1243E+00
  2006.0           5.1248E+00              5.1248E+00
  2007.0           5.1253E+00              5.1253E+00
  2008.0           5.1258E+00              5.1258E+00
  2009.0           5.1263E+00              5.1263E+00
  2010.0           5.1268E+00              5.1268E+00
  2011.0           5.1273E+00              5.1273E+00
  2012.0           5.1278E+00              5.1278E+00
  2013.0           5.1284E+00              5.1284E+00
  2014.0           5.1289E+00              5.1289E+00
  2015.0           5.1294E+00              5.1294E+00
  2016.0           5.1299E+00              5.1299E+00
  2017.0           5.1304E+00              5.1304E+00
  2018.0           5.1309E+00              5.1309E+00
  2019.0           5.1314E+00              5.1314E+00
  2020.0           5.1319E+00              5.1319E+00
  2021.0           5.1324E+00              5.1324E+00
  2022.0           5.1329E+00              5.1329E+00
  2023.0           5.1334E+00              5.1334E+00
  2024.0           5.1340E+00              5.1340E+00
  2025.0           5.1345E+00              5.1345E+00
  2026.0           5.1350E+00              5.1350E+00
  2027.0           5.1355E+00              5.1355E+00
  2028.0           5.1360E+00              5.1360E+00
  2029.0           5.1365E+00              5.1365E+00
  2030.0           5.1370E+00              5.1370E+00
  2031.0           5.1375E+00              5.1375E+00
  2032.0           5.1380E+00              5.1380E+00
  2033.0           5.1385E+00              5.1385E+00
  2034.0           5.1390E+00              5.1390E+00
  2035.0           5.1396E+00              5.1395E+00
  2036.0           5.1401E+00              5.1401E+00
  2037.0           5.1406E+00              5.1406E+00
  2038.0           5.1411E+00              5.1411E+00
  2039.0           5.1416E+00              5.1416E+00
  2040.0           5.1421E+00              5.1421E+00
  2041.0           5.1426E+00              5.1426E+00
  2042.0           5.1431E+00              5.1431E+00
  2043.0           5.1436E+00              5.1436E+00
  2044.0           5.1441E+00              5.1441E+00
  2045.0           5.1446E+00              5.1446E+00
  2046.0           5.1451E+00              5.1451E+00
  2047.0           5.1456E+00              5.1456E+00
  2048.0           5.1461E+00              5.1461E+00
  2049.0           5.1466E+00              5.1466E+00
  2050.0           5.1472E+00              5.1472E+00
  2051.0           5.1477E+00              5.1477E+00
  2052.0           5.1482E+00              5.1482E+00
  2053.0           5.1487E+00              5.1487E+00
  2054.0           5.1492E+00              5.1492E+00
  2055.0           5.1497E+00              5.1497E+00
  2056.0           5.1502E+00              5.1502E+00
  2057.0           5.1507E+00              5.1507E+00
  2058.0           5.1512E+00              5.1512E+00
  2059.0           5.1517E+00              5.1517E+00
  2060.0           5.1522E+00              5.1522E+00
  2061.0           5.1527E+00              5.1527E+00
  2062.0           5.1532E+00              5.1532E+00
  2063.0           5.1537E+00              5.1537E+00
  2064.0           5.1543E+00              5.1542E+00
  2065.0           5.1547E+00              5.1547E+00
  2066.0           5.1553E+00              5.1553E+00
  2067.0           5.1558E+00              5.1558E+00
  2068.0           5.1563E+00              5.1563E+00
  2069.0           5.1568E+00              5.1568E+00
  2070.0           5.1573E+00              5.1573E+00
  2071.0           5.1578E+00              5.1578E+00
  2072.0           5.1583E+00              5.1583E+00
  2073.0           5.1588E+00              5.1588E+00
  2074.0           5.1593E+00              5.1593E+00
  2075.0           5.1598E+00              5.1598E+00
  2076.0           5.1603E+00              5.1603E+00
  2077.0           5.1608E+00              5.1608E+00
  2078.0           5.1613E+00              5.1613E+00
  2079.0           5.1618E+00              5.1618E+00
  2080.0           5.1623E+00              5.1623E+00
  2081.0           5.1628E+00              5.1628E+00
  2082.0           5.1633E+00              5.1633E+00
  2083.0           5.1638E+00              5.1638E+00
  2084.0           5.1643E+00              5.1643E+00
  2085.0           5.1648E+00              5.1648E+00
  2086.0           5.1653E+00              5.1653E+00
  2087.0           5.1659E+00              5.1658E+00
  2088.0           5.1664E+00              5.1664E+00
  2089.0           5.1669E+00              5.1669E+00
  2090.0           5.1674E+00              5.1674E+00
  2091.0           5.1679E+00              5.1679E+00
  2092.0           5.1684E+00              5.1684E+00
  2093.0           5.1689E+00              5.1689E+00
  2094.0           5.1694E+00              5.1694E+00
  2095.0           5.1699E+00              5.1699E+00
  2096.0           5.1704E+00              5.1704E+00
  2097.0           5.1709E+00              5.1709E+00
  2098.0           5.1714E+00              5.1714E+00
  2099.0           5.1719E+00              5.1719E+00
  2100.0           5.1724E+00              5.1724E+00
  2101.0           5.1729E+00              5.1729E+00
  2102.0           5.1734E+00              5.1734E+00
  2103.0           5.1739E+00              5.1739E+00
  2104.0           5.1744E+00              5.1744E+00
  2105.0           5.1749E+00              5.1749E+00
  2106.0           5.1754E+00              5.1754E+00
  2107.0           5.1759E+00              5.1759E+00
  2108.0           5.1764E+00              5.1764E+00
  2109.0           5.1769E+00              5.1769E+00
  2110.0           5.1774E+00              5.1774E+00
  2111.0           5.1779E+00              5.1779E+00
  2112.0           5.1784E+00              5.1784E+00
  2113.0           5.1789E+00              5.1789E+00
  2114.0           5.1794E+00              5.1794E+00
  2115.0           5.1799E+00              5.1799E+00
  2116.0           5.1804E+00              5.1804E+00
  2117.0           5.1809E+00              5.1809E+00
  2118.0           5.1814E+00              5.1814E+00
  2119.0           5.1819E+00              5.1819E+00
  2120.0           5.1824E+00              5.1824E+00
  2121.0           5.1829E+00              5.1829E+00
  2122.0           5.1834E+00              5.1834E+00
  2123.0           5.1839E+00              5.1839E+00
  2124.0           5.1844E+00              5.1844E+00
  2125.0           5.1849E+00              5.1849E+00
  2126.0           5.1854E+00              5.1854E+00
  2127.0           5.1859E+00              5.1859E+00
  2128.0           5.1864E+00              5.1864E+00
  2129.0           5.1869E+00              5.1869E+00
  2130.0           5.1874E+00              5.1874E+00
  2131.0           5.1879E+00              5.1879E+00
  2132.0           5.1884E+00              5.1884E+00
  2133.0           5.1889E+00              5.1889E+00
  2134.0           5.1894E+00              5.1894E+00
  2135.0           5.1899E+00              5.1899E+00
  2136.0           5.1904E+00              5.1904E+00
  2137.0           5.1909E+00              5.1909E+00
  2138.0           5.1914E+00              5.1914E+00
  2139.0           5.1919E+00              5.1919E+00
  2140.0           5.1924E+00              5.1924E+00
  2141.0           5.1929E+00              5.1929E+00
  2142.0           5.1934E+00              5.1934E+00
  2143.0           5.1939E+00              5.1939E+00
  2144.0           5.1944E+00              5.1944E+00
  2145.0           5.1949E+00              5.1949E+00
  2146.0           5.1954E+00              5.1954E+00
  2147.0           5.1959E+00              5.1959E+00
  2148.0           5.1964E+00              5.1964E+00
  2149.0           5.1969E+00              5.1969E+00
  2150.0           5.1974E+00              5.1974E+00
  2151.0           5.1979E+00              5.1979E+00
  2152.0           5.1984E+00              5.1983E+00
  2153.0           5.1989E+00              5.1989E+00
  2154.0           5.1994E+00              5.1994E+00
  2155.0           5.1998E+00              5.1998E+00
  2156.0           5.2003E+00              5.2003E+00
  2157.0           5.2008E+00              5.2008E+00
  2158.0           5.2013E+00              5.2013E+00
  2159.0           5.2018E+00              5.2018E+00
  2160.0           5.2023E+00              5.2023E+00
  2161.0           5.2028E+00              5.2028E+00
  2162.0           5.2033E+00              5.2033E+00
  2163.0           5.2038E+00              5.2038E+00
  2164.0           5.2043E+00              5.2043E+00
  2165.0           5.2048E+00              5.2048E+00
  2166.0           5.2053E+00              5.2053E+00
  2167.0           5.2058E+00              5.2058E+00
  2168.0           5.2063E+00              5.2063E+00
  2169.0           5.2068E+00              5.2068E+00
  2170.0           5.2073E+00              5.2073E+00
  2171.0           5.2078E+00              5.2078E+00
  2172.0           5.2083E+00              5.2083E+00
  2173.0           5.2088E+00              5.2088E+00
  2174.0           5.2093E+00              5.2092E+00
  2175.0           5.2098E+00              5.2097E+00
  2176.0           5.2102E+00              5.2102E+00
  2177.0           5.2107E+00              5.2107E+00
  2178.0           5.2112E+00              5.2112E+00
  2179.0           5.2117E+00              5.2117E+00
  2180.0           5.2122E+00              5.2122E+00
  2181.0           5.2127E+00              5.2127E+00
  2182.0           5.2132E+00              5.2132E+00
  2183.0           5.2137E+00              5.2137E+00
  2184.0           5.2142E+00              5.2142E+00
  2185.0           5.2147E+00              5.2147E+00
  2186.0           5.2152E+00              5.2152E+00
  2187.0           5.2157E+00              5.2157E+00
  2188.0           5.2162E+00              5.2162E+00
  2189.0           5.2166E+00              5.2166E+00
  2190.0           5.2171E+00              5.2171E+00
  2191.0           5.2176E+00              5.2176E+00
  2192.0           5.2181E+00              5.2181E+00
  2193.0           5.2186E+00              5.2186E+00
  2194.0           5.2191E+00              5.2191E+00
  2195.0           5.2196E+00              5.2196E+00
  2196.0           5.2201E+00              5.2201E+00
  2197.0           5.2206E+00              5.2206E+00
  2198.0           5.2211E+00              5.2211E+00
  2199.0           5.2216E+00              5.2216E+00
  2200.0           5.2221E+00              5.2220E+00
  2201.0           5.2225E+00              5.2225E+00
  2202.0           5.2230E+00              5.2230E+00
  2203.0           5.2235E+00              5.2235E+00
  2204.0           5.2240E+00              5.2240E+00
  2205.0           5.2245E+00              5.2245E+00
  2206.0           5.2250E+00              5.2250E+00
  2207.0           5.2255E+00              5.2255E+00
  2208.0           5.2260E+00              5.2260E+00
  2209.0           5.2265E+00              5.2265E+00
  2210.0           5.2270E+00              5.2270E+00
  2211.0           5.2274E+00              5.2274E+00
  2212.0           5.2279E+00              5.2279E+00
  2213.0           5.2284E+00              5.2284E+00
  2214.0           5.2289E+00              5.2289E+00
  2215.0           5.2294E+00              5.2294E+00
  2216.0           5.2299E+00              5.2299E+00
  2217.0           5.2304E+00              5.2304E+00
  2218.0           5.2309E+00              5.2309E+00
  2219.0           5.2314E+00              5.2314E+00
  2220.0           5.2319E+00              5.2319E+00
  2221.0           5.2323E+00              5.2323E+00
  2222.0           5.2328E+00              5.2328E+00
  2223.0           5.2333E+00              5.2333E+00
  2224.0           5.2338E+00              5.2338E+00
  2225.0           5.2343E+00              5.2343E+00
  2226.0           5.2348E+00              5.2348E+00
  2227.0           5.2353E+00              5.2353E+00
  2228.0           5.2358E+00              5.2358E+00
  2229.0           5.2363E+00              5.2363E+00
  2230.0           5.2367E+00              5.2367E+00
  2231.0           5.2372E+00              5.2372E+00
  2232.0           5.2377E+00              5.2377E+00
  2233.0           5.2382E+00              5.2382E+00
  2234.0           5.2387E+00              5.2387E+00
  2235.0           5.2392E+00              5.2392E+00
  2236.0           5.2397E+00              5.2397E+00
  2237.0           5.2402E+00              5.2402E+00
  2238.0           5.2407E+00              5.2407E+00
  2239.0           5.2411E+00              5.2411E+00
  2240.0           5.2416E+00              5.2416E+00
  2241.0           5.2421E+00              5.2421E+00
  2242.0           5.2426E+00              5.2426E+00
  2243.0           5.2431E+00              5.2431E+00
  2244.0           5.2436E+00              5.2436E+00
  2245.0           5.2441E+00              5.2441E+00
  2246.0           5.2446E+00              5.2446E+00
  2247.0           5.2450E+00              5.2450E+00
  2248.0           5.2455E+00              5.2455E+00
  2249.0           5.2460E+00              5.2460E+00
  2250.0           5.2465E+00              5.2465E+00
  2251.0           5.2470E+00              5.2470E+00
  2252.0           5.2475E+00              5.2475E+00
  2253.0           5.2480E+00              5.2480E+00
  2254.0           5.2485E+00              5.2485E+00
  2255.0           5.2489E+00              5.2489E+00
  2256.0           5.2494E+00              5.2494E+00
  2257.0           5.2499E+00              5.2499E+00
  2258.0           5.2504E+00              5.2504E+00
  2259.0           5.2509E+00              5.2509E+00
  2260.0           5.2514E+00              5.2514E+00
  2261.0           5.2519E+00              5.2519E+00
  2262.0           5.2524E+00              5.2524E+00
  2263.0           5.2529E+00              5.2528E+00
  2264.0           5.2533E+00              5.2533E+00
  2265.0           5.2538E+00              5.2538E+00
  2266.0           5.2543E+00              5.2543E+00
  2267.0           5.2548E+00              5.2548E+00
  2268.0           5.2553E+00              5.2553E+00
  2269.0           5.2558E+00              5.2558E+00
  2270.0           5.2563E+00              5.2563E+00
  2271.0           5.2568E+00              5.2567E+00
  2272.0           5.2572E+00              5.2572E+00
  2273.0           5.2577E+00              5.2577E+00
  2274.0           5.2582E+00              5.2582E+00
  2275.0           5.2587E+00              5.2587E+00
  2276.0           5.2592E+00              5.2592E+00
  2277.0           5.2597E+00              5.2597E+00
  2278.0           5.2602E+00              5.2602E+00
  2279.0           5.2607E+00              5.2606E+00
  2280.0           5.2611E+00              5.2611E+00
  2281.0           5.2616E+00              5.2616E+00
  2282.0           5.2621E+00              5.2621E+00
  2283.0           5.2626E+00              5.2626E+00
  2284.0           5.2631E+00              5.2631E+00
  2285.0           5.2636E+00              5.2636E+00
  2286.0           5.2641E+00              5.2641E+00
  2287.0           5.2646E+00              5.2646E+00
  2288.0           5.2650E+00              5.2650E+00
  2289.0           5.2655E+00              5.2655E+00
  2290.0           5.2660E+00              5.2660E+00
  2291.0           5.2665E+00              5.2665E+00
  2292.0           5.2670E+00              5.2670E+00
  2293.0           5.2675E+00              5.2675E+00
  2294.0           5.2680E+00              5.2680E+00
  2295.0           5.2685E+00              5.2685E+00
  2296.0           5.2690E+00              5.2689E+00
  2297.0           5.2694E+00              5.2694E+00
  2298.0           5.2699E+00              5.2699E+00
  2299.0           5.2704E+00              5.2704E+00
  2300.0           5.2709E+00              5.2709E+00
  2301.0           5.2714E+00              5.2714E+00
  2302.0           5.2719E+00              5.2719E+00
  2303.0           5.2724E+00              5.2724E+00
  2304.0           5.2729E+00              5.2729E+00
  2305.0           5.2733E+00              5.2733E+00
  2306.0           5.2738E+00              5.2738E+00
  2307.0           5.2743E+00              5.2743E+00
  2308.0           5.2748E+00              5.2748E+00
  2309.0           5.2753E+00              5.2753E+00
  2310.0           5.2758E+00              5.2758E+00
  2311.0           5.2763E+00              5.2763E+00
  2312.0           5.2768E+00              5.2768E+00
  2313.0           5.2773E+00              5.2773E+00
  2314.0           5.2777E+00              5.2777E+00
  2315.0           5.2782E+00              5.2782E+00
  2316.0           5.2787E+00              5.2787E+00
  2317.0           5.2792E+00              5.2792E+00
  2318.0           5.2797E+00              5.2797E+00
  2319.0           5.2802E+00              5.2802E+00
  2320.0           5.2807E+00              5.2807E+00
  2321.0           5.2812E+00              5.2812E+00
  2322.0           5.2817E+00              5.2817E+00
  2323.0           5.2821E+00              5.2821E+00
  2324.0           5.2826E+00              5.2826E+00
  2325.0           5.2831E+00              5.2831E+00
  2326.0           5.2836E+00              5.2836E+00
  2327.0           5.2841E+00              5.2841E+00
  2328.0           5.2846E+00              5.2846E+00
  2329.0           5.2851E+00              5.2851E+00
  2330.0           5.2856E+00              5.2856E+00
  2331.0           5.2861E+00              5.2861E+00
  2332.0           5.2865E+00              5.2865E+00
  2333.0           5.2870E+00              5.2870E+00
  2334.0           5.2875E+00              5.2875E+00
  2335.0           5.2880E+00              5.2880E+00
  2336.0           5.2885E+00              5.2885E+00
  2337.0           5.2890E+00              5.2890E+00
  2338.0           5.2895E+00              5.2895E+00
  2339.0           5.2900E+00              5.2900E+00
  2340.0           5.2905E+00              5.2905E+00
  2341.0           5.2910E+00              5.2910E+00
  2342.0           5.2915E+00              5.2915E+00
  2343.0           5.2919E+00              5.2919E+00
  2344.0           5.2924E+00              5.2924E+00
  2345.0           5.2929E+00              5.2929E+00
  2346.0           5.2934E+00              5.2934E+00
  2347.0           5.2939E+00              5.2939E+00
  2348.0           5.2944E+00              5.2944E+00
  2349.0           5.2949E+00              5.2949E+00
  2350.0           5.2954E+00              5.2954E+00
  2351.0           5.2959E+00              5.2959E+00
  2352.0           5.2964E+00              5.2964E+00
  2353.0           5.2969E+00              5.2969E+00
  2354.0           5.2974E+00              5.2974E+00
  2355.0           5.2979E+00              5.2979E+00
  2356.0           5.2983E+00              5.2983E+00
  2357.0           5.2988E+00              5.2988E+00
  2358.0           5.2993E+00              5.2993E+00
  2359.0           5.2998E+00              5.2998E+00
  2360.0           5.3003E+00              5.3003E+00
  2361.0           5.3008E+00              5.3008E+00
  2362.0           5.3013E+00              5.3013E+00
  2363.0           5.3018E+00              5.3018E+00
  2364.0           5.3023E+00              5.3023E+00
  2365.0           5.3028E+00              5.3028E+00
  2366.0           5.3033E+00              5.3033E+00
  2367.0           5.3038E+00              5.3038E+00
  2368.0           5.3043E+00              5.3043E+00
  2369.0           5.3048E+00              5.3048E+00
  2370.0           5.3053E+00              5.3052E+00
  2371.0           5.3058E+00              5.3057E+00
  2372.0           5.3062E+00              5.3062E+00
  2373.0           5.3067E+00              5.3067E+00
  2374.0           5.3072E+00              5.3072E+00
  2375.0           5.3077E+00              5.3077E+00
  2376.0           5.3082E+00              5.3082E+00
  2377.0           5.3087E+00              5.3087E+00
  2378.0           5.3092E+00              5.3092E+00
  2379.0           5.3097E+00              5.3097E+00
  2380.0           5.3102E+00              5.3102E+00
  2381.0           5.3107E+00              5.3107E+00
  2382.0           5.3112E+00              5.3112E+00
  2383.0           5.3117E+00              5.3117E+00
  2384.0           5.3122E+00              5.3122E+00
  2385.0           5.3127E+00              5.3127E+00
  2386.0           5.3132E+00              5.3132E+00
  2387.0           5.3137E+00              5.3137E+00
  2388.0           5.3142E+00              5.3142E+00
  2389.0           5.3147E+00              5.3147E+00
  2390.0           5.3152E+00              5.3151E+00
  2391.0           5.3157E+00              5.3157E+00
  2392.0           5.3162E+00              5.3162E+00
  2393.0           5.3166E+00              5.3166E+00
  2394.0           5.3171E+00              5.3171E+00
  2395.0           5.3176E+00              5.3176E+00
  2396.0           5.3181E+00              5.3181E+00
  2397.0           5.3186E+00              5.3186E+00
  2398.0           5.3191E+00              5.3191E+00
  2399.0           5.3196E+00              5.3196E+00
  2400.0           5.3201E+00              5.3201E+00
  2401.0           5.3206E+00              5.3206E+00
  2402.0           5.3211E+00              5.3211E+00
  2403.0           5.3216E+00              5.3216E+00
  2404.0           5.3221E+00              5.3221E+00
  2405.0           5.3226E+00              5.3226E+00
  2406.0           5.3231E+00              5.3231E+00
  2407.0           5.3236E+00              5.3236E+00
  2408.0           5.3241E+00              5.3241E+00
  2409.0           5.3246E+00              5.3246E+00
  2410.0           5.3251E+00              5.3251E+00
  2411.0           5.3256E+00              5.3256E+00
  2412.0           5.3261E+00              5.3261E+00
  2413.0           5.3266E+00              5.3266E+00
  2414.0           5.3271E+00              5.3271E+00
  2415.0           5.3276E+00              5.3276E+00
  2416.0           5.3281E+00              5.3281E+00
  2417.0           5.3286E+00              5.3286E+00
  2418.0           5.3291E+00              5.3291E+00
  2419.0           5.3296E+00              5.3296E+00
  2420.0           5.3301E+00              5.3301E+00
  2421.0           5.3306E+00              5.3306E+00
  2422.0           5.3311E+00              5.3311E+00
  2423.0           5.3316E+00              5.3316E+00
  2424.0           5.3321E+00              5.3321E+00
  2425.0           5.3326E+00              5.3326E+00
  2426.0           5.3331E+00              5.3331E+00
  2427.0           5.3336E+00              5.3336E+00
  2428.0           5.3341E+00              5.3341E+00
  2429.0           5.3346E+00              5.3346E+00
  2430.0           5.3351E+00              5.3351E+00
  2431.0           5.3356E+00              5.3356E+00
  2432.0           5.3361E+00              5.3361E+00
  2433.0           5.3366E+00              5.3365E+00
  2434.0           5.3371E+00              5.3371E+00
  2435.0           5.3375E+00              5.3375E+00
  2436.0           5.3380E+00              5.3380E+00
  2437.0           5.3386E+00              5.3385E+00
  2438.0           5.3390E+00              5.3390E+00
  2439.0           5.3395E+00              5.3395E+00
  2440.0           5.3400E+00              5.3400E+00
  2441.0           5.3405E+00              5.3405E+00
  2442.0           5.3410E+00              5.3410E+00
  2443.0           5.3415E+00              5.3415E+00
  2444.0           5.3420E+00              5.3420E+00
  2445.0           5.3425E+00              5.3425E+00
  2446.0           5.3430E+00              5.3430E+00
  2447.0           5.3435E+00              5.3435E+00
  2448.0           5.3440E+00              5.3440E+00
  2449.0           5.3445E+00              5.3445E+00
  2450.0           5.3450E+00              5.3450E+00
  2451.0           5.3455E+00              5.3455E+00
  2452.0           5.3460E+00              5.3460E+00
  2453.0           5.3465E+00              5.3465E+00
  2454.0           5.3470E+00              5.3470E+00
  2455.0           5.3475E+00              5.3475E+00
  2456.0           5.3480E+00              5.3480E+00
  2457.0           5.3485E+00              5.3485E+00
  2458.0           5.3490E+00              5.3490E+00
  2459.0           5.3495E+00              5.3495E+00
  2460.0           5.3500E+00              5.3500E+00
  2461.0           5.3505E+00              5.3505E+00
  2462.0           5.3510E+00              5.3510E+00
  2463.0           5.3515E+00              5.3515E+00
  2464.0           5.3520E+00              5.3520E+00
  2465.0           5.3525E+00              5.3525E+00
  2466.0           5.3530E+00              5.3530E+00
  2467.0           5.3535E+00              5.3535E+00
  2468.0           5.3540E+00              5.3540E+00
  2469.0           5.3545E+00              5.3545E+00
  2470.0           5.3550E+00              5.3550E+00
  2471.0           5.3555E+00              5.3555E+00
  2472.0           5.3560E+00              5.3560E+00
  2473.0           5.3565E+00              5.3565E+00
  2474.0           5.3570E+00              5.3570E+00
  2475.0           5.3575E+00              5.3575E+00
  2476.0           5.3580E+00              5.3580E+00
  2477.0           5.3585E+00              5.3585E+00
  2478.0           5.3590E+00              5.3590E+00
  2479.0           5.3595E+00              5.3595E+00
  2480.0           5.3600E+00              5.3600E+00
  2481.0           5.3605E+00              5.3605E+00
  2482.0           5.3610E+00              5.3610E+00
  2483.0           5.3615E+00              5.3615E+00
  2484.0           5.3620E+00              5.3620E+00
  2485.0           5.3625E+00              5.3625E+00
  2486.0           5.3630E+00              5.3630E+00
  2487.0           5.3635E+00              5.3635E+00
  2488.0           5.3640E+00              5.3639E+00
  2489.0           5.3645E+00              5.3644E+00
  2490.0           5.3650E+00              5.3650E+00
  2491.0           5.3654E+00              5.3654E+00
  2492.0           5.3659E+00              5.3659E+00
  2493.0           5.3664E+00              5.3664E+00
  2494.0           5.3669E+00              5.3669E+00
  2495.0           5.3674E+00              5.3674E+00
  2496.0           5.3679E+00              5.3679E+00
  2497.0           5.3684E+00              5.3684E+00
  2498.0           5.3689E+00              5.3689E+00
  2499.0           5.3694E+00              5.3694E+00
  2500.0           5.3699E+00              5.3699E+00
  2501.0           5.3704E+00              5.3704E+00
  2502.0           5.3709E+00              5.3709E+00
  2503.0           5.3714E+00              5.3714E+00
  2504.0           5.3719E+00              5.3719E+00
  2505.0           5.3724E+00              5.3724E+00
  2506.0           5.3729E+00              5.3729E+00
  2507.0           5.3734E+00              5.3734E+00
  2508.0           5.3739E+00              5.3739E+00
  2509.0           5.3744E+00              5.3744E+00
  2510.0           5.3749E+00              5.3749E+00
  2511.0           5.3754E+00              5.3754E+00
  2512.0           5.3759E+00              5.3759E+00
  2513.0           5.3764E+00              5.3764E+00
  2514.0           5.3769E+00              5.3769E+00
  2515.0           5.3773E+00              5.3773E+00
  2516.0           5.3778E+00              5.3778E+00
  2517.0           5.3783E+00              5.3783E+00
  2518.0           5.3788E+00              5.3788E+00
  2519.0           5.3793E+00              5.3793E+00
  2520.0           5.3798E+00              5.3798E+00
  2521.0           5.3803E+00              5.3803E+00
  2522.0           5.3808E+00              5.3808E+00
  2523.0           5.3813E+00              5.3813E+00
  2524.0           5.3818E+00              5.3818E+00
  2525.0           5.3823E+00              5.3823E+00
  2526.0           5.3828E+00              5.3828E+00
  2527.0           5.3833E+00              5.3833E+00
  2528.0           5.3838E+00              5.3838E+00
  2529.0           5.3843E+00              5.3843E+00
  2530.0           5.3848E+00              5.3848E+00
  2531.0           5.3852E+00              5.3852E+00
  2532.0           5.3857E+00              5.3857E+00
  2533.0           5.3862E+00              5.3862E+00
  2534.0           5.3867E+00              5.3867E+00
  2535.0           5.3872E+00              5.3872E+00
  2536.0           5.3877E+00              5.3877E+00
  2537.0           5.3882E+00              5.3882E+00
  2538.0           5.3887E+00              5.3887E+00
  2539.0           5.3892E+00              5.3892E+00
  2540.0           5.3897E+00              5.3897E+00
  2541.0           5.3902E+00              5.3902E+00
  2542.0           5.3907E+00              5.3907E+00
  2543.0           5.3912E+00              5.3912E+00
  2544.0           5.3916E+00              5.3916E+00
  2545.0           5.3921E+00              5.3921E+00
  2546.0           5.3926E+00              5.3926E+00
  2547.0           5.3931E+00              5.3931E+00
  2548.0           5.3936E+00              5.3936E+00
  2549.0           5.3941E+00              5.3941E+00
  2550.0           5.3946E+00              5.3946E+00
  2551.0           5.3951E+00              5.3951E+00
  2552.0           5.3956E+00              5.3956E+00
  2553.0           5.3961E+00              5.3961E+00
  2554.0           5.3965E+00              5.3965E+00
  2555.0           5.3970E+00              5.3970E+00
  2556.0           5.3975E+00              5.3975E+00
