#ndep: 2897
#depth (km)   Vsh_arithmetic (km/s)   Vsh_geometric (km/s)
  2572.0           7.1895E+00              7.1893E+00
  2573.0           7.1900E+00              7.1898E+00
  2574.0           7.1906E+00              7.1903E+00
  2575.0           7.1911E+00              7.1909E+00
  2576.0           7.1916E+00              7.1914E+00
  2577.0           7.1922E+00              7.1919E+00
  2578.0           7.1927E+00              7.1925E+00
  2579.0           7.1932E+00              7.1930E+00
  2580.0           7.1937E+00              7.1935E+00
  2581.0           7.1943E+00              7.1940E+00
  2582.0           7.1948E+00              7.1946E+00
  2583.0           7.1953E+00              7.1951E+00
  2584.0           7.1959E+00              7.1956E+00
  2585.0           7.1964E+00              7.1962E+00
  2586.0           7.1969E+00              7.1967E+00
  2587.0           7.1975E+00              7.1972E+00
  2588.0           7.1980E+00              7.1978E+00
  2589.0           7.1985E+00              7.1983E+00
  2590.0           7.1991E+00              7.1988E+00
  2591.0           7.1996E+00              7.1994E+00
  2592.0           7.2001E+00              7.1999E+00
  2593.0           7.2007E+00              7.2005E+00
  2594.0           7.2012E+00              7.2010E+00
  2595.0           7.2018E+00              7.2015E+00
  2596.0           7.2023E+00              7.2021E+00
  2597.0           7.2028E+00              7.2026E+00
  2598.0           7.2034E+00              7.2031E+00
  2599.0           7.2039E+00              7.2037E+00
  2600.0           7.2045E+00              7.2042E+00
  2601.0           7.2050E+00              7.2048E+00
  2602.0           7.2055E+00              7.2053E+00
  2603.0           7.2061E+00              7.2058E+00
  2604.0           7.2066E+00              7.2064E+00
  2605.0           7.2071E+00              7.2069E+00
  2606.0           7.2077E+00              7.2075E+00
  2607.0           7.2082E+00              7.2080E+00
  2608.0           7.2088E+00              7.2085E+00
  2609.0           7.2093E+00              7.2091E+00
  2610.0           7.2098E+00              7.2096E+00
  2611.0           7.2104E+00              7.2101E+00
  2612.0           7.2109E+00              7.2107E+00
  2613.0           7.2115E+00              7.2112E+00
  2614.0           7.2120E+00              7.2118E+00
  2615.0           7.2125E+00              7.2123E+00
  2616.0           7.2131E+00              7.2128E+00
  2617.0           7.2136E+00              7.2134E+00
  2618.0           7.2142E+00              7.2139E+00
  2619.0           7.2147E+00              7.2145E+00
  2620.0           7.2153E+00              7.2150E+00
  2621.0           7.2158E+00              7.2155E+00
  2622.0           7.2163E+00              7.2161E+00
  2623.0           7.2169E+00              7.2166E+00
  2624.0           7.2174E+00              7.2172E+00
  2625.0           7.2180E+00              7.2177E+00
  2626.0           7.2185E+00              7.2182E+00
  2627.0           7.2190E+00              7.2188E+00
  2628.0           7.2196E+00              7.2193E+00
  2629.0           7.2201E+00              7.2198E+00
  2630.0           7.2206E+00              7.2204E+00
  2631.0           7.2212E+00              7.2209E+00
  2632.0           7.2217E+00              7.2215E+00
  2633.0           7.2223E+00              7.2220E+00
  2634.0           7.2228E+00              7.2225E+00
  2635.0           7.2233E+00              7.2231E+00
  2636.0           7.2239E+00              7.2236E+00
  2637.0           7.2244E+00              7.2241E+00
  2638.0           7.2249E+00              7.2247E+00
  2639.0           7.2255E+00              7.2252E+00
  2640.0           7.2260E+00              7.2257E+00
  2641.0           7.2265E+00              7.2263E+00
  2642.0           7.2271E+00              7.2268E+00
  2643.0           7.2276E+00              7.2273E+00
  2644.0           7.2281E+00              7.2278E+00
  2645.0           7.2287E+00              7.2284E+00
  2646.0           7.2292E+00              7.2289E+00
  2647.0           7.2297E+00              7.2294E+00
  2648.0           7.2302E+00              7.2300E+00
  2649.0           7.2308E+00              7.2305E+00
  2650.0           7.2313E+00              7.2310E+00
  2651.0           7.2318E+00              7.2315E+00
  2652.0           7.2323E+00              7.2321E+00
  2653.0           7.2329E+00              7.2326E+00
  2654.0           7.2334E+00              7.2331E+00
  2655.0           7.2339E+00              7.2336E+00
  2656.0           7.2344E+00              7.2342E+00
  2657.0           7.2350E+00              7.2347E+00
  2658.0           7.2355E+00              7.2352E+00
  2659.0           7.2360E+00              7.2357E+00
  2660.0           7.2365E+00              7.2362E+00
  2661.0           7.2370E+00              7.2368E+00
  2662.0           7.2376E+00              7.2373E+00
  2663.0           7.2381E+00              7.2378E+00
  2664.0           7.2386E+00              7.2383E+00
  2665.0           7.2391E+00              7.2388E+00
  2666.0           7.2396E+00              7.2393E+00
  2667.0           7.2401E+00              7.2398E+00
  2668.0           7.2406E+00              7.2403E+00
  2669.0           7.2412E+00              7.2409E+00
  2670.0           7.2417E+00              7.2414E+00
  2671.0           7.2422E+00              7.2419E+00
  2672.0           7.2427E+00              7.2424E+00
  2673.0           7.2432E+00              7.2429E+00
  2674.0           7.2437E+00              7.2434E+00
  2675.0           7.2442E+00              7.2439E+00
  2676.0           7.2447E+00              7.2444E+00
  2677.0           7.2452E+00              7.2449E+00
  2678.0           7.2457E+00              7.2454E+00
  2679.0           7.2462E+00              7.2459E+00
  2680.0           7.2467E+00              7.2464E+00
  2681.0           7.2472E+00              7.2469E+00
  2682.0           7.2477E+00              7.2474E+00
  2683.0           7.2482E+00              7.2479E+00
  2684.0           7.2487E+00              7.2484E+00
  2685.0           7.2492E+00              7.2489E+00
  2686.0           7.2497E+00              7.2494E+00
  2687.0           7.2501E+00              7.2498E+00
  2688.0           7.2506E+00              7.2503E+00
  2689.0           7.2511E+00              7.2508E+00
  2690.0           7.2516E+00              7.2513E+00
  2691.0           7.2521E+00              7.2518E+00
  2692.0           7.2526E+00              7.2522E+00
  2693.0           7.2531E+00              7.2527E+00
  2694.0           7.2535E+00              7.2532E+00
  2695.0           7.2540E+00              7.2537E+00
  2696.0           7.2545E+00              7.2542E+00
  2697.0           7.2549E+00              7.2546E+00
  2698.0           7.2554E+00              7.2551E+00
  2699.0           7.2559E+00              7.2556E+00
  2700.0           7.2564E+00              7.2560E+00
  2701.0           7.2568E+00              7.2565E+00
  2702.0           7.2573E+00              7.2570E+00
  2703.0           7.2577E+00              7.2574E+00
  2704.0           7.2582E+00              7.2579E+00
  2705.0           7.2587E+00              7.2583E+00
  2706.0           7.2591E+00              7.2588E+00
  2707.0           7.2596E+00              7.2592E+00
  2708.0           7.2600E+00              7.2597E+00
  2709.0           7.2605E+00              7.2601E+00
  2710.0           7.2609E+00              7.2606E+00
  2711.0           7.2614E+00              7.2610E+00
  2712.0           7.2618E+00              7.2615E+00
  2713.0           7.2622E+00              7.2619E+00
  2714.0           7.2627E+00              7.2623E+00
  2715.0           7.2631E+00              7.2628E+00
  2716.0           7.2635E+00              7.2632E+00
  2717.0           7.2640E+00              7.2636E+00
  2718.0           7.2644E+00              7.2640E+00
  2719.0           7.2648E+00              7.2645E+00
  2720.0           7.2653E+00              7.2649E+00
  2721.0           7.2657E+00              7.2653E+00
  2722.0           7.2661E+00              7.2657E+00
  2723.0           7.2665E+00              7.2662E+00
  2724.0           7.2669E+00              7.2666E+00
  2725.0           7.2673E+00              7.2670E+00
  2726.0           7.2677E+00              7.2674E+00
  2727.0           7.2682E+00              7.2678E+00
  2728.0           7.2686E+00              7.2682E+00
  2729.0           7.2690E+00              7.2686E+00
  2730.0           7.2694E+00              7.2690E+00
  2731.0           7.2698E+00              7.2694E+00
  2732.0           7.2701E+00              7.2698E+00
  2733.0           7.2705E+00              7.2702E+00
  2734.0           7.2709E+00              7.2705E+00
  2735.0           7.2713E+00              7.2709E+00
  2736.0           7.2717E+00              7.2713E+00
  2737.0           7.2721E+00              7.2717E+00
  2738.0           7.2724E+00              7.2720E+00
  2739.0           7.2728E+00              7.2724E+00
  2740.0           7.2732E+00              7.2728E+00
  2741.0           7.2735E+00              7.2731E+00
  2742.0           7.2739E+00              7.2735E+00
  2743.0           7.2743E+00              7.2739E+00
  2744.0           7.2746E+00              7.2742E+00
  2745.0           7.2750E+00              7.2746E+00
  2746.0           7.2753E+00              7.2749E+00
  2747.0           7.2757E+00              7.2753E+00
  2748.0           7.2760E+00              7.2756E+00
  2749.0           7.2763E+00              7.2759E+00
  2750.0           7.2767E+00              7.2763E+00
  2751.0           7.2770E+00              7.2766E+00
  2752.0           7.2773E+00              7.2769E+00
  2753.0           7.2776E+00              7.2772E+00
  2754.0           7.2780E+00              7.2776E+00
  2755.0           7.2783E+00              7.2779E+00
  2756.0           7.2786E+00              7.2782E+00
  2757.0           7.2789E+00              7.2785E+00
  2758.0           7.2792E+00              7.2788E+00
  2759.0           7.2795E+00              7.2791E+00
  2760.0           7.2798E+00              7.2794E+00
  2761.0           7.2801E+00              7.2797E+00
  2762.0           7.2804E+00              7.2800E+00
  2763.0           7.2807E+00              7.2803E+00
  2764.0           7.2810E+00              7.2806E+00
  2765.0           7.2813E+00              7.2808E+00
  2766.0           7.2815E+00              7.2811E+00
  2767.0           7.2818E+00              7.2814E+00
  2768.0           7.2821E+00              7.2817E+00
  2769.0           7.2823E+00              7.2819E+00
  2770.0           7.2826E+00              7.2822E+00
  2771.0           7.2829E+00              7.2824E+00
  2772.0           7.2831E+00              7.2827E+00
  2773.0           7.2834E+00              7.2829E+00
  2774.0           7.2836E+00              7.2832E+00
  2775.0           7.2838E+00              7.2834E+00
  2776.0           7.2841E+00              7.2837E+00
  2777.0           7.2843E+00              7.2839E+00
  2778.0           7.2845E+00              7.2841E+00
  2779.0           7.2848E+00              7.2843E+00
  2780.0           7.2850E+00              7.2845E+00
  2781.0           7.2852E+00              7.2848E+00
  2782.0           7.2854E+00              7.2850E+00
  2783.0           7.2856E+00              7.2852E+00
  2784.0           7.2858E+00              7.2854E+00
  2785.0           7.2860E+00              7.2856E+00
  2786.0           7.2862E+00              7.2858E+00
  2787.0           7.2864E+00              7.2859E+00
  2788.0           7.2866E+00              7.2861E+00
  2789.0           7.2867E+00              7.2863E+00
  2790.0           7.2869E+00              7.2865E+00
  2791.0           7.2871E+00              7.2866E+00
  2792.0           7.2872E+00              7.2868E+00
  2793.0           7.2874E+00              7.2870E+00
  2794.0           7.2876E+00              7.2871E+00
  2795.0           7.2877E+00              7.2873E+00
  2796.0           7.2878E+00              7.2874E+00
  2797.0           7.2880E+00              7.2876E+00
  2798.0           7.2881E+00              7.2877E+00
  2799.0           7.2883E+00              7.2878E+00
  2800.0           7.2884E+00              7.2879E+00
  2801.0           7.2885E+00              7.2881E+00
  2802.0           7.2886E+00              7.2882E+00
  2803.0           7.2887E+00              7.2883E+00
  2804.0           7.2888E+00              7.2884E+00
  2805.0           7.2889E+00              7.2885E+00
  2806.0           7.2890E+00              7.2886E+00
  2807.0           7.2891E+00              7.2887E+00
  2808.0           7.2892E+00              7.2887E+00
  2809.0           7.2893E+00              7.2888E+00
  2810.0           7.2893E+00              7.2889E+00
  2811.0           7.2894E+00              7.2890E+00
  2812.0           7.2895E+00              7.2890E+00
  2813.0           7.2895E+00              7.2891E+00
  2814.0           7.2896E+00              7.2891E+00
  2815.0           7.2896E+00              7.2892E+00
  2816.0           7.2897E+00              7.2892E+00
  2817.0           7.2897E+00              7.2893E+00
  2818.0           7.2897E+00              7.2893E+00
  2819.0           7.2898E+00              7.2893E+00
  2820.0           7.2898E+00              7.2893E+00
  2821.0           7.2898E+00              7.2893E+00
  2822.0           7.2898E+00              7.2894E+00
  2823.0           7.2898E+00              7.2894E+00
  2824.0           7.2898E+00              7.2894E+00
  2825.0           7.2898E+00              7.2893E+00
  2826.0           7.2898E+00              7.2893E+00
  2827.0           7.2897E+00              7.2893E+00
  2828.0           7.2897E+00              7.2893E+00
  2829.0           7.2897E+00              7.2892E+00
  2830.0           7.2896E+00              7.2892E+00
  2831.0           7.2896E+00              7.2892E+00
  2832.0           7.2895E+00              7.2891E+00
  2833.0           7.2895E+00              7.2891E+00
  2834.0           7.2894E+00              7.2890E+00
  2835.0           7.2894E+00              7.2889E+00
  2836.0           7.2893E+00              7.2888E+00
  2837.0           7.2892E+00              7.2888E+00
  2838.0           7.2891E+00              7.2887E+00
  2839.0           7.2890E+00              7.2886E+00
  2840.0           7.2889E+00              7.2885E+00
  2841.0           7.2888E+00              7.2884E+00
  2842.0           7.2887E+00              7.2883E+00
  2843.0           7.2886E+00              7.2882E+00
  2844.0           7.2884E+00              7.2880E+00
  2845.0           7.2883E+00              7.2879E+00
  2846.0           7.2882E+00              7.2878E+00
  2847.0           7.2880E+00              7.2876E+00
  2848.0           7.2879E+00              7.2875E+00
  2849.0           7.2877E+00              7.2873E+00
  2850.0           7.2876E+00              7.2871E+00
  2851.0           7.2874E+00              7.2870E+00
  2852.0           7.2872E+00              7.2868E+00
  2853.0           7.2870E+00              7.2866E+00
  2854.0           7.2868E+00              7.2864E+00
  2855.0           7.2866E+00              7.2862E+00
  2856.0           7.2864E+00              7.2860E+00
  2857.0           7.2862E+00              7.2858E+00
  2858.0           7.2860E+00              7.2856E+00
  2859.0           7.2858E+00              7.2854E+00
  2860.0           7.2855E+00              7.2851E+00
  2861.0           7.2853E+00              7.2849E+00
  2862.0           7.2851E+00              7.2847E+00
  2863.0           7.2848E+00              7.2844E+00
  2864.0           7.2846E+00              7.2842E+00
  2865.0           7.2843E+00              7.2839E+00
  2866.0           7.2840E+00              7.2836E+00
  2867.0           7.2837E+00              7.2833E+00
  2868.0           7.2834E+00              7.2831E+00
  2869.0           7.2832E+00              7.2828E+00
  2870.0           7.2828E+00              7.2825E+00
  2871.0           7.2825E+00              7.2822E+00
  2872.0           7.2822E+00              7.2818E+00
  2873.0           7.2819E+00              7.2815E+00
  2874.0           7.2816E+00              7.2812E+00
  2875.0           7.2812E+00              7.2809E+00
  2876.0           7.2809E+00              7.2805E+00
  2877.0           7.2805E+00              7.2802E+00
  2878.0           7.2802E+00              7.2798E+00
  2879.0           7.2798E+00              7.2794E+00
  2880.0           7.2794E+00              7.2791E+00
  2881.0           7.2790E+00              7.2787E+00
  2882.0           7.2786E+00              7.2783E+00
  2883.0           7.2783E+00              7.2779E+00
  2884.0           7.2778E+00              7.2775E+00
  2885.0           7.2774E+00              7.2771E+00
  2886.0           7.2770E+00              7.2767E+00
  2887.0           7.2766E+00              7.2762E+00
  2888.0           7.2761E+00              7.2758E+00
  2889.0           7.2757E+00              7.2754E+00
  2890.0           7.2753E+00              7.2749E+00
  2891.0           7.2748E+00              7.2745E+00
