#ndep: 2897
#depth (km)   Vsh_arithmetic (km/s)   Vsh_geometric (km/s)
  1304.0           6.5690E+00              6.5690E+00
  1305.0           6.5696E+00              6.5695E+00
  1306.0           6.5702E+00              6.5701E+00
  1307.0           6.5708E+00              6.5707E+00
  1308.0           6.5714E+00              6.5713E+00
  1309.0           6.5720E+00              6.5719E+00
  1310.0           6.5726E+00              6.5725E+00
  1311.0           6.5732E+00              6.5731E+00
  1312.0           6.5738E+00              6.5737E+00
  1313.0           6.5744E+00              6.5743E+00
  1314.0           6.5750E+00              6.5749E+00
  1315.0           6.5756E+00              6.5755E+00
  1316.0           6.5762E+00              6.5761E+00
  1317.0           6.5768E+00              6.5767E+00
  1318.0           6.5774E+00              6.5773E+00
  1319.0           6.5779E+00              6.5779E+00
  1320.0           6.5785E+00              6.5785E+00
  1321.0           6.5791E+00              6.5791E+00
  1322.0           6.5797E+00              6.5797E+00
  1323.0           6.5803E+00              6.5803E+00
  1324.0           6.5809E+00              6.5808E+00
  1325.0           6.5815E+00              6.5814E+00
  1326.0           6.5821E+00              6.5820E+00
  1327.0           6.5827E+00              6.5826E+00
  1328.0           6.5833E+00              6.5832E+00
  1329.0           6.5839E+00              6.5838E+00
  1330.0           6.5844E+00              6.5844E+00
  1331.0           6.5850E+00              6.5850E+00
  1332.0           6.5856E+00              6.5856E+00
  1333.0           6.5862E+00              6.5862E+00
  1334.0           6.5868E+00              6.5868E+00
  1335.0           6.5874E+00              6.5873E+00
  1336.0           6.5880E+00              6.5879E+00
  1337.0           6.5886E+00              6.5885E+00
  1338.0           6.5892E+00              6.5891E+00
  1339.0           6.5898E+00              6.5897E+00
  1340.0           6.5903E+00              6.5903E+00
  1341.0           6.5909E+00              6.5909E+00
  1342.0           6.5915E+00              6.5915E+00
  1343.0           6.5921E+00              6.5920E+00
  1344.0           6.5927E+00              6.5926E+00
  1345.0           6.5933E+00              6.5932E+00
  1346.0           6.5939E+00              6.5938E+00
  1347.0           6.5945E+00              6.5944E+00
  1348.0           6.5950E+00              6.5950E+00
  1349.0           6.5956E+00              6.5956E+00
  1350.0           6.5962E+00              6.5961E+00
  1351.0           6.5968E+00              6.5967E+00
  1352.0           6.5974E+00              6.5973E+00
  1353.0           6.5980E+00              6.5979E+00
  1354.0           6.5986E+00              6.5985E+00
  1355.0           6.5991E+00              6.5991E+00
  1356.0           6.5997E+00              6.5997E+00
  1357.0           6.6003E+00              6.6002E+00
  1358.0           6.6009E+00              6.6008E+00
  1359.0           6.6015E+00              6.6014E+00
  1360.0           6.6021E+00              6.6020E+00
  1361.0           6.6026E+00              6.6026E+00
  1362.0           6.6032E+00              6.6032E+00
  1363.0           6.6038E+00              6.6038E+00
  1364.0           6.6044E+00              6.6043E+00
  1365.0           6.6050E+00              6.6049E+00
  1366.0           6.6055E+00              6.6055E+00
  1367.0           6.6061E+00              6.6061E+00
  1368.0           6.6067E+00              6.6067E+00
  1369.0           6.6073E+00              6.6072E+00
  1370.0           6.6079E+00              6.6078E+00
  1371.0           6.6085E+00              6.6084E+00
  1372.0           6.6090E+00              6.6090E+00
  1373.0           6.6096E+00              6.6096E+00
  1374.0           6.6102E+00              6.6101E+00
  1375.0           6.6108E+00              6.6107E+00
  1376.0           6.6114E+00              6.6113E+00
  1377.0           6.6119E+00              6.6119E+00
  1378.0           6.6125E+00              6.6125E+00
  1379.0           6.6131E+00              6.6130E+00
  1380.0           6.6137E+00              6.6136E+00
  1381.0           6.6143E+00              6.6142E+00
  1382.0           6.6148E+00              6.6148E+00
  1383.0           6.6154E+00              6.6154E+00
  1384.0           6.6160E+00              6.6159E+00
  1385.0           6.6166E+00              6.6165E+00
  1386.0           6.6171E+00              6.6171E+00
  1387.0           6.6177E+00              6.6177E+00
  1388.0           6.6183E+00              6.6182E+00
  1389.0           6.6189E+00              6.6188E+00
  1390.0           6.6194E+00              6.6194E+00
  1391.0           6.6200E+00              6.6200E+00
  1392.0           6.6206E+00              6.6206E+00
  1393.0           6.6212E+00              6.6211E+00
  1394.0           6.6218E+00              6.6217E+00
  1395.0           6.6223E+00              6.6223E+00
  1396.0           6.6229E+00              6.6229E+00
  1397.0           6.6235E+00              6.6234E+00
  1398.0           6.6241E+00              6.6240E+00
  1399.0           6.6246E+00              6.6246E+00
  1400.0           6.6252E+00              6.6252E+00
  1401.0           6.6258E+00              6.6257E+00
  1402.0           6.6264E+00              6.6263E+00
  1403.0           6.6269E+00              6.6269E+00
  1404.0           6.6275E+00              6.6274E+00
  1405.0           6.6281E+00              6.6280E+00
  1406.0           6.6286E+00              6.6286E+00
  1407.0           6.6292E+00              6.6292E+00
  1408.0           6.6298E+00              6.6297E+00
  1409.0           6.6304E+00              6.6303E+00
  1410.0           6.6309E+00              6.6309E+00
  1411.0           6.6315E+00              6.6315E+00
  1412.0           6.6321E+00              6.6320E+00
  1413.0           6.6327E+00              6.6326E+00
  1414.0           6.6332E+00              6.6332E+00
  1415.0           6.6338E+00              6.6337E+00
  1416.0           6.6344E+00              6.6343E+00
  1417.0           6.6349E+00              6.6349E+00
  1418.0           6.6355E+00              6.6355E+00
  1419.0           6.6361E+00              6.6360E+00
  1420.0           6.6367E+00              6.6366E+00
  1421.0           6.6372E+00              6.6372E+00
  1422.0           6.6378E+00              6.6377E+00
  1423.0           6.6384E+00              6.6383E+00
  1424.0           6.6389E+00              6.6389E+00
  1425.0           6.6395E+00              6.6394E+00
  1426.0           6.6401E+00              6.6400E+00
  1427.0           6.6406E+00              6.6406E+00
  1428.0           6.6412E+00              6.6411E+00
  1429.0           6.6418E+00              6.6417E+00
  1430.0           6.6423E+00              6.6423E+00
  1431.0           6.6429E+00              6.6429E+00
  1432.0           6.6435E+00              6.6434E+00
  1433.0           6.6440E+00              6.6440E+00
  1434.0           6.6446E+00              6.6446E+00
  1435.0           6.6452E+00              6.6451E+00
  1436.0           6.6457E+00              6.6457E+00
  1437.0           6.6463E+00              6.6463E+00
  1438.0           6.6469E+00              6.6468E+00
  1439.0           6.6474E+00              6.6474E+00
  1440.0           6.6480E+00              6.6480E+00
  1441.0           6.6486E+00              6.6485E+00
  1442.0           6.6491E+00              6.6491E+00
  1443.0           6.6497E+00              6.6496E+00
  1444.0           6.6503E+00              6.6502E+00
  1445.0           6.6508E+00              6.6508E+00
  1446.0           6.6514E+00              6.6513E+00
  1447.0           6.6520E+00              6.6519E+00
  1448.0           6.6525E+00              6.6525E+00
  1449.0           6.6531E+00              6.6530E+00
  1450.0           6.6537E+00              6.6536E+00
  1451.0           6.6542E+00              6.6542E+00
  1452.0           6.6548E+00              6.6547E+00
  1453.0           6.6554E+00              6.6553E+00
  1454.0           6.6559E+00              6.6559E+00
  1455.0           6.6565E+00              6.6564E+00
  1456.0           6.6570E+00              6.6570E+00
  1457.0           6.6576E+00              6.6576E+00
  1458.0           6.6582E+00              6.6581E+00
  1459.0           6.6587E+00              6.6587E+00
  1460.0           6.6593E+00              6.6592E+00
  1461.0           6.6599E+00              6.6598E+00
  1462.0           6.6604E+00              6.6604E+00
  1463.0           6.6610E+00              6.6609E+00
  1464.0           6.6615E+00              6.6615E+00
  1465.0           6.6621E+00              6.6620E+00
  1466.0           6.6627E+00              6.6626E+00
  1467.0           6.6632E+00              6.6632E+00
  1468.0           6.6638E+00              6.6637E+00
  1469.0           6.6643E+00              6.6643E+00
  1470.0           6.6649E+00              6.6648E+00
  1471.0           6.6655E+00              6.6654E+00
  1472.0           6.6660E+00              6.6660E+00
  1473.0           6.6666E+00              6.6665E+00
  1474.0           6.6672E+00              6.6671E+00
  1475.0           6.6677E+00              6.6676E+00
  1476.0           6.6683E+00              6.6682E+00
  1477.0           6.6688E+00              6.6688E+00
  1478.0           6.6694E+00              6.6693E+00
  1479.0           6.6699E+00              6.6699E+00
  1480.0           6.6705E+00              6.6704E+00
  1481.0           6.6711E+00              6.6710E+00
  1482.0           6.6716E+00              6.6716E+00
  1483.0           6.6722E+00              6.6721E+00
  1484.0           6.6727E+00              6.6727E+00
  1485.0           6.6733E+00              6.6732E+00
  1486.0           6.6738E+00              6.6738E+00
  1487.0           6.6744E+00              6.6743E+00
  1488.0           6.6750E+00              6.6749E+00
  1489.0           6.6755E+00              6.6755E+00
  1490.0           6.6761E+00              6.6760E+00
  1491.0           6.6766E+00              6.6766E+00
  1492.0           6.6772E+00              6.6771E+00
  1493.0           6.6777E+00              6.6777E+00
  1494.0           6.6783E+00              6.6782E+00
  1495.0           6.6789E+00              6.6788E+00
  1496.0           6.6794E+00              6.6793E+00
  1497.0           6.6800E+00              6.6799E+00
  1498.0           6.6805E+00              6.6805E+00
  1499.0           6.6811E+00              6.6810E+00
  1500.0           6.6816E+00              6.6816E+00
  1501.0           6.6822E+00              6.6821E+00
  1502.0           6.6827E+00              6.6827E+00
  1503.0           6.6833E+00              6.6832E+00
  1504.0           6.6838E+00              6.6838E+00
  1505.0           6.6844E+00              6.6843E+00
  1506.0           6.6850E+00              6.6849E+00
  1507.0           6.6855E+00              6.6854E+00
  1508.0           6.6861E+00              6.6860E+00
  1509.0           6.6866E+00              6.6866E+00
  1510.0           6.6872E+00              6.6871E+00
  1511.0           6.6877E+00              6.6877E+00
  1512.0           6.6883E+00              6.6882E+00
  1513.0           6.6888E+00              6.6888E+00
  1514.0           6.6894E+00              6.6893E+00
  1515.0           6.6899E+00              6.6899E+00
  1516.0           6.6905E+00              6.6904E+00
  1517.0           6.6910E+00              6.6910E+00
  1518.0           6.6916E+00              6.6915E+00
  1519.0           6.6921E+00              6.6921E+00
  1520.0           6.6927E+00              6.6926E+00
  1521.0           6.6932E+00              6.6932E+00
  1522.0           6.6938E+00              6.6937E+00
  1523.0           6.6943E+00              6.6943E+00
  1524.0           6.6949E+00              6.6948E+00
  1525.0           6.6954E+00              6.6954E+00
  1526.0           6.6960E+00              6.6959E+00
  1527.0           6.6965E+00              6.6965E+00
  1528.0           6.6971E+00              6.6970E+00
  1529.0           6.6976E+00              6.6976E+00
  1530.0           6.6982E+00              6.6981E+00
  1531.0           6.6987E+00              6.6987E+00
  1532.0           6.6993E+00              6.6992E+00
  1533.0           6.6998E+00              6.6998E+00
  1534.0           6.7004E+00              6.7003E+00
  1535.0           6.7009E+00              6.7009E+00
  1536.0           6.7015E+00              6.7014E+00
  1537.0           6.7020E+00              6.7020E+00
  1538.0           6.7026E+00              6.7025E+00
  1539.0           6.7031E+00              6.7031E+00
  1540.0           6.7037E+00              6.7036E+00
  1541.0           6.7042E+00              6.7042E+00
  1542.0           6.7048E+00              6.7047E+00
  1543.0           6.7053E+00              6.7053E+00
  1544.0           6.7059E+00              6.7058E+00
  1545.0           6.7064E+00              6.7064E+00
  1546.0           6.7070E+00              6.7069E+00
  1547.0           6.7075E+00              6.7075E+00
  1548.0           6.7081E+00              6.7080E+00
  1549.0           6.7086E+00              6.7085E+00
  1550.0           6.7092E+00              6.7091E+00
  1551.0           6.7097E+00              6.7096E+00
  1552.0           6.7102E+00              6.7102E+00
  1553.0           6.7108E+00              6.7107E+00
  1554.0           6.7113E+00              6.7113E+00
  1555.0           6.7119E+00              6.7118E+00
  1556.0           6.7124E+00              6.7124E+00
  1557.0           6.7130E+00              6.7129E+00
  1558.0           6.7135E+00              6.7135E+00
  1559.0           6.7141E+00              6.7140E+00
  1560.0           6.7146E+00              6.7146E+00
  1561.0           6.7152E+00              6.7151E+00
  1562.0           6.7157E+00              6.7156E+00
  1563.0           6.7162E+00              6.7162E+00
  1564.0           6.7168E+00              6.7167E+00
  1565.0           6.7173E+00              6.7173E+00
  1566.0           6.7179E+00              6.7178E+00
  1567.0           6.7184E+00              6.7184E+00
  1568.0           6.7190E+00              6.7189E+00
  1569.0           6.7195E+00              6.7195E+00
  1570.0           6.7200E+00              6.7200E+00
  1571.0           6.7206E+00              6.7205E+00
  1572.0           6.7211E+00              6.7211E+00
  1573.0           6.7217E+00              6.7216E+00
  1574.0           6.7222E+00              6.7222E+00
  1575.0           6.7228E+00              6.7227E+00
  1576.0           6.7233E+00              6.7232E+00
  1577.0           6.7239E+00              6.7238E+00
  1578.0           6.7244E+00              6.7243E+00
  1579.0           6.7249E+00              6.7249E+00
  1580.0           6.7255E+00              6.7254E+00
  1581.0           6.7260E+00              6.7260E+00
  1582.0           6.7266E+00              6.7265E+00
  1583.0           6.7271E+00              6.7270E+00
  1584.0           6.7276E+00              6.7276E+00
  1585.0           6.7282E+00              6.7281E+00
  1586.0           6.7287E+00              6.7287E+00
  1587.0           6.7293E+00              6.7292E+00
  1588.0           6.7298E+00              6.7298E+00
  1589.0           6.7303E+00              6.7303E+00
  1590.0           6.7309E+00              6.7308E+00
  1591.0           6.7314E+00              6.7314E+00
  1592.0           6.7320E+00              6.7319E+00
  1593.0           6.7325E+00              6.7325E+00
  1594.0           6.7330E+00              6.7330E+00
  1595.0           6.7336E+00              6.7335E+00
  1596.0           6.7341E+00              6.7341E+00
  1597.0           6.7347E+00              6.7346E+00
  1598.0           6.7352E+00              6.7352E+00
  1599.0           6.7357E+00              6.7357E+00
  1600.0           6.7363E+00              6.7362E+00
  1601.0           6.7368E+00              6.7368E+00
  1602.0           6.7374E+00              6.7373E+00
  1603.0           6.7379E+00              6.7378E+00
  1604.0           6.7384E+00              6.7384E+00
  1605.0           6.7390E+00              6.7389E+00
  1606.0           6.7395E+00              6.7395E+00
  1607.0           6.7401E+00              6.7400E+00
  1608.0           6.7406E+00              6.7405E+00
  1609.0           6.7411E+00              6.7411E+00
  1610.0           6.7417E+00              6.7416E+00
  1611.0           6.7422E+00              6.7422E+00
  1612.0           6.7427E+00              6.7427E+00
  1613.0           6.7433E+00              6.7432E+00
  1614.0           6.7438E+00              6.7438E+00
  1615.0           6.7444E+00              6.7443E+00
  1616.0           6.7449E+00              6.7448E+00
  1617.0           6.7454E+00              6.7454E+00
  1618.0           6.7460E+00              6.7459E+00
  1619.0           6.7465E+00              6.7464E+00
  1620.0           6.7470E+00              6.7470E+00
  1621.0           6.7476E+00              6.7475E+00
  1622.0           6.7481E+00              6.7481E+00
  1623.0           6.7486E+00              6.7486E+00
  1624.0           6.7492E+00              6.7491E+00
  1625.0           6.7497E+00              6.7497E+00
  1626.0           6.7503E+00              6.7502E+00
  1627.0           6.7508E+00              6.7507E+00
  1628.0           6.7513E+00              6.7513E+00
  1629.0           6.7519E+00              6.7518E+00
  1630.0           6.7524E+00              6.7523E+00
  1631.0           6.7529E+00              6.7529E+00
  1632.0           6.7535E+00              6.7534E+00
  1633.0           6.7540E+00              6.7539E+00
  1634.0           6.7545E+00              6.7545E+00
  1635.0           6.7551E+00              6.7550E+00
  1636.0           6.7556E+00              6.7555E+00
  1637.0           6.7561E+00              6.7561E+00
  1638.0           6.7567E+00              6.7566E+00
  1639.0           6.7572E+00              6.7571E+00
  1640.0           6.7577E+00              6.7577E+00
  1641.0           6.7583E+00              6.7582E+00
  1642.0           6.7588E+00              6.7587E+00
  1643.0           6.7593E+00              6.7593E+00
  1644.0           6.7599E+00              6.7598E+00
  1645.0           6.7604E+00              6.7603E+00
  1646.0           6.7609E+00              6.7609E+00
  1647.0           6.7615E+00              6.7614E+00
  1648.0           6.7620E+00              6.7619E+00
  1649.0           6.7625E+00              6.7625E+00
  1650.0           6.7631E+00              6.7630E+00
  1651.0           6.7636E+00              6.7635E+00
  1652.0           6.7641E+00              6.7641E+00
  1653.0           6.7647E+00              6.7646E+00
  1654.0           6.7652E+00              6.7651E+00
  1655.0           6.7657E+00              6.7657E+00
  1656.0           6.7663E+00              6.7662E+00
  1657.0           6.7668E+00              6.7667E+00
  1658.0           6.7673E+00              6.7673E+00
  1659.0           6.7679E+00              6.7678E+00
  1660.0           6.7684E+00              6.7683E+00
  1661.0           6.7689E+00              6.7689E+00
  1662.0           6.7695E+00              6.7694E+00
  1663.0           6.7700E+00              6.7699E+00
  1664.0           6.7705E+00              6.7705E+00
  1665.0           6.7710E+00              6.7710E+00
  1666.0           6.7716E+00              6.7715E+00
  1667.0           6.7721E+00              6.7720E+00
  1668.0           6.7726E+00              6.7726E+00
  1669.0           6.7732E+00              6.7731E+00
  1670.0           6.7737E+00              6.7736E+00
  1671.0           6.7742E+00              6.7742E+00
  1672.0           6.7748E+00              6.7747E+00
  1673.0           6.7753E+00              6.7752E+00
  1674.0           6.7758E+00              6.7757E+00
  1675.0           6.7763E+00              6.7763E+00
  1676.0           6.7769E+00              6.7768E+00
  1677.0           6.7774E+00              6.7773E+00
  1678.0           6.7779E+00              6.7779E+00
  1679.0           6.7785E+00              6.7784E+00
  1680.0           6.7790E+00              6.7789E+00
  1681.0           6.7795E+00              6.7794E+00
  1682.0           6.7800E+00              6.7800E+00
  1683.0           6.7806E+00              6.7805E+00
  1684.0           6.7811E+00              6.7810E+00
  1685.0           6.7816E+00              6.7816E+00
  1686.0           6.7821E+00              6.7821E+00
  1687.0           6.7827E+00              6.7826E+00
  1688.0           6.7832E+00              6.7831E+00
  1689.0           6.7837E+00              6.7837E+00
  1690.0           6.7843E+00              6.7842E+00
  1691.0           6.7848E+00              6.7847E+00
  1692.0           6.7853E+00              6.7852E+00
  1693.0           6.7858E+00              6.7858E+00
  1694.0           6.7864E+00              6.7863E+00
  1695.0           6.7869E+00              6.7868E+00
  1696.0           6.7874E+00              6.7874E+00
  1697.0           6.7879E+00              6.7879E+00
  1698.0           6.7885E+00              6.7884E+00
  1699.0           6.7890E+00              6.7889E+00
  1700.0           6.7895E+00              6.7895E+00
  1701.0           6.7900E+00              6.7900E+00
  1702.0           6.7906E+00              6.7905E+00
  1703.0           6.7911E+00              6.7910E+00
  1704.0           6.7916E+00              6.7916E+00
  1705.0           6.7921E+00              6.7921E+00
  1706.0           6.7927E+00              6.7926E+00
  1707.0           6.7932E+00              6.7931E+00
  1708.0           6.7937E+00              6.7937E+00
  1709.0           6.7942E+00              6.7942E+00
  1710.0           6.7948E+00              6.7947E+00
  1711.0           6.7953E+00              6.7952E+00
  1712.0           6.7958E+00              6.7958E+00
  1713.0           6.7963E+00              6.7963E+00
  1714.0           6.7969E+00              6.7968E+00
  1715.0           6.7974E+00              6.7973E+00
  1716.0           6.7979E+00              6.7978E+00
  1717.0           6.7984E+00              6.7984E+00
  1718.0           6.7989E+00              6.7989E+00
  1719.0           6.7995E+00              6.7994E+00
  1720.0           6.8000E+00              6.7999E+00
  1721.0           6.8005E+00              6.8005E+00
  1722.0           6.8010E+00              6.8010E+00
  1723.0           6.8016E+00              6.8015E+00
  1724.0           6.8021E+00              6.8020E+00
  1725.0           6.8026E+00              6.8026E+00
  1726.0           6.8031E+00              6.8031E+00
  1727.0           6.8037E+00              6.8036E+00
  1728.0           6.8042E+00              6.8041E+00
  1729.0           6.8047E+00              6.8046E+00
  1730.0           6.8052E+00              6.8052E+00
  1731.0           6.8057E+00              6.8057E+00
  1732.0           6.8063E+00              6.8062E+00
  1733.0           6.8068E+00              6.8067E+00
  1734.0           6.8073E+00              6.8072E+00
  1735.0           6.8078E+00              6.8078E+00
  1736.0           6.8084E+00              6.8083E+00
  1737.0           6.8089E+00              6.8088E+00
  1738.0           6.8094E+00              6.8093E+00
  1739.0           6.8099E+00              6.8098E+00
  1740.0           6.8104E+00              6.8104E+00
  1741.0           6.8110E+00              6.8109E+00
  1742.0           6.8115E+00              6.8114E+00
  1743.0           6.8120E+00              6.8119E+00
  1744.0           6.8125E+00              6.8124E+00
  1745.0           6.8130E+00              6.8130E+00
  1746.0           6.8135E+00              6.8135E+00
  1747.0           6.8141E+00              6.8140E+00
  1748.0           6.8146E+00              6.8145E+00
  1749.0           6.8151E+00              6.8150E+00
  1750.0           6.8156E+00              6.8156E+00
  1751.0           6.8161E+00              6.8161E+00
  1752.0           6.8167E+00              6.8166E+00
  1753.0           6.8172E+00              6.8171E+00
  1754.0           6.8177E+00              6.8176E+00
  1755.0           6.8182E+00              6.8181E+00
  1756.0           6.8187E+00              6.8187E+00
  1757.0           6.8193E+00              6.8192E+00
  1758.0           6.8198E+00              6.8197E+00
  1759.0           6.8203E+00              6.8202E+00
  1760.0           6.8208E+00              6.8207E+00
  1761.0           6.8213E+00              6.8213E+00
  1762.0           6.8218E+00              6.8218E+00
  1763.0           6.8224E+00              6.8223E+00
  1764.0           6.8229E+00              6.8228E+00
  1765.0           6.8234E+00              6.8233E+00
  1766.0           6.8239E+00              6.8238E+00
  1767.0           6.8244E+00              6.8244E+00
  1768.0           6.8249E+00              6.8249E+00
  1769.0           6.8255E+00              6.8254E+00
  1770.0           6.8260E+00              6.8259E+00
  1771.0           6.8265E+00              6.8264E+00
  1772.0           6.8270E+00              6.8269E+00
  1773.0           6.8275E+00              6.8275E+00
  1774.0           6.8280E+00              6.8280E+00
  1775.0           6.8286E+00              6.8285E+00
  1776.0           6.8291E+00              6.8290E+00
  1777.0           6.8296E+00              6.8295E+00
  1778.0           6.8301E+00              6.8300E+00
  1779.0           6.8306E+00              6.8305E+00
  1780.0           6.8311E+00              6.8311E+00
  1781.0           6.8316E+00              6.8316E+00
  1782.0           6.8322E+00              6.8321E+00
  1783.0           6.8327E+00              6.8326E+00
  1784.0           6.8332E+00              6.8331E+00
  1785.0           6.8337E+00              6.8336E+00
  1786.0           6.8342E+00              6.8341E+00
  1787.0           6.8347E+00              6.8347E+00
  1788.0           6.8352E+00              6.8352E+00
  1789.0           6.8358E+00              6.8357E+00
  1790.0           6.8363E+00              6.8362E+00
  1791.0           6.8368E+00              6.8367E+00
  1792.0           6.8373E+00              6.8372E+00
  1793.0           6.8378E+00              6.8377E+00
  1794.0           6.8383E+00              6.8383E+00
  1795.0           6.8388E+00              6.8388E+00
  1796.0           6.8393E+00              6.8393E+00
  1797.0           6.8399E+00              6.8398E+00
  1798.0           6.8404E+00              6.8403E+00
  1799.0           6.8409E+00              6.8408E+00
  1800.0           6.8414E+00              6.8413E+00
  1801.0           6.8419E+00              6.8418E+00
  1802.0           6.8424E+00              6.8423E+00
  1803.0           6.8429E+00              6.8429E+00
  1804.0           6.8434E+00              6.8434E+00
  1805.0           6.8440E+00              6.8439E+00
  1806.0           6.8445E+00              6.8444E+00
  1807.0           6.8450E+00              6.8449E+00
  1808.0           6.8455E+00              6.8454E+00
  1809.0           6.8460E+00              6.8459E+00
  1810.0           6.8465E+00              6.8464E+00
  1811.0           6.8470E+00              6.8469E+00
  1812.0           6.8475E+00              6.8475E+00
  1813.0           6.8480E+00              6.8480E+00
  1814.0           6.8485E+00              6.8485E+00
  1815.0           6.8491E+00              6.8490E+00
  1816.0           6.8496E+00              6.8495E+00
  1817.0           6.8501E+00              6.8500E+00
  1818.0           6.8506E+00              6.8505E+00
  1819.0           6.8511E+00              6.8510E+00
  1820.0           6.8516E+00              6.8515E+00
  1821.0           6.8521E+00              6.8520E+00
  1822.0           6.8526E+00              6.8525E+00
  1823.0           6.8531E+00              6.8531E+00
  1824.0           6.8536E+00              6.8536E+00
  1825.0           6.8541E+00              6.8541E+00
  1826.0           6.8547E+00              6.8546E+00
  1827.0           6.8552E+00              6.8551E+00
  1828.0           6.8557E+00              6.8556E+00
  1829.0           6.8562E+00              6.8561E+00
  1830.0           6.8567E+00              6.8566E+00
  1831.0           6.8572E+00              6.8571E+00
  1832.0           6.8577E+00              6.8576E+00
  1833.0           6.8582E+00              6.8581E+00
  1834.0           6.8587E+00              6.8587E+00
  1835.0           6.8592E+00              6.8592E+00
  1836.0           6.8597E+00              6.8597E+00
  1837.0           6.8602E+00              6.8602E+00
  1838.0           6.8607E+00              6.8607E+00
  1839.0           6.8613E+00              6.8612E+00
  1840.0           6.8618E+00              6.8617E+00
  1841.0           6.8623E+00              6.8622E+00
  1842.0           6.8628E+00              6.8627E+00
  1843.0           6.8633E+00              6.8632E+00
  1844.0           6.8638E+00              6.8637E+00
  1845.0           6.8643E+00              6.8642E+00
  1846.0           6.8648E+00              6.8647E+00
  1847.0           6.8653E+00              6.8652E+00
  1848.0           6.8658E+00              6.8657E+00
  1849.0           6.8663E+00              6.8662E+00
  1850.0           6.8668E+00              6.8668E+00
  1851.0           6.8673E+00              6.8673E+00
  1852.0           6.8678E+00              6.8678E+00
  1853.0           6.8683E+00              6.8683E+00
  1854.0           6.8688E+00              6.8688E+00
  1855.0           6.8693E+00              6.8693E+00
  1856.0           6.8698E+00              6.8698E+00
  1857.0           6.8704E+00              6.8703E+00
  1858.0           6.8709E+00              6.8708E+00
  1859.0           6.8714E+00              6.8713E+00
  1860.0           6.8719E+00              6.8718E+00
  1861.0           6.8724E+00              6.8723E+00
  1862.0           6.8729E+00              6.8728E+00
  1863.0           6.8734E+00              6.8733E+00
  1864.0           6.8739E+00              6.8738E+00
  1865.0           6.8744E+00              6.8743E+00
  1866.0           6.8749E+00              6.8748E+00
  1867.0           6.8754E+00              6.8753E+00
  1868.0           6.8759E+00              6.8758E+00
  1869.0           6.8764E+00              6.8763E+00
  1870.0           6.8769E+00              6.8768E+00
  1871.0           6.8774E+00              6.8773E+00
  1872.0           6.8779E+00              6.8778E+00
  1873.0           6.8784E+00              6.8783E+00
  1874.0           6.8789E+00              6.8788E+00
  1875.0           6.8794E+00              6.8793E+00
  1876.0           6.8799E+00              6.8798E+00
  1877.0           6.8804E+00              6.8803E+00
  1878.0           6.8809E+00              6.8808E+00
  1879.0           6.8814E+00              6.8813E+00
  1880.0           6.8819E+00              6.8818E+00
  1881.0           6.8824E+00              6.8823E+00
  1882.0           6.8829E+00              6.8828E+00
  1883.0           6.8834E+00              6.8833E+00
  1884.0           6.8839E+00              6.8838E+00
  1885.0           6.8844E+00              6.8843E+00
  1886.0           6.8849E+00              6.8848E+00
  1887.0           6.8854E+00              6.8854E+00
  1888.0           6.8859E+00              6.8858E+00
  1889.0           6.8864E+00              6.8863E+00
  1890.0           6.8869E+00              6.8868E+00
  1891.0           6.8874E+00              6.8873E+00
  1892.0           6.8879E+00              6.8878E+00
  1893.0           6.8884E+00              6.8883E+00
  1894.0           6.8889E+00              6.8888E+00
  1895.0           6.8894E+00              6.8893E+00
  1896.0           6.8899E+00              6.8898E+00
  1897.0           6.8904E+00              6.8903E+00
  1898.0           6.8909E+00              6.8908E+00
  1899.0           6.8914E+00              6.8913E+00
  1900.0           6.8919E+00              6.8918E+00
  1901.0           6.8924E+00              6.8923E+00
  1902.0           6.8929E+00              6.8928E+00
  1903.0           6.8934E+00              6.8933E+00
  1904.0           6.8939E+00              6.8938E+00
  1905.0           6.8944E+00              6.8943E+00
  1906.0           6.8949E+00              6.8948E+00
  1907.0           6.8954E+00              6.8953E+00
  1908.0           6.8959E+00              6.8958E+00
  1909.0           6.8964E+00              6.8963E+00
  1910.0           6.8969E+00              6.8968E+00
  1911.0           6.8974E+00              6.8973E+00
  1912.0           6.8979E+00              6.8978E+00
  1913.0           6.8984E+00              6.8983E+00
  1914.0           6.8989E+00              6.8988E+00
  1915.0           6.8994E+00              6.8993E+00
  1916.0           6.8999E+00              6.8998E+00
  1917.0           6.9004E+00              6.9003E+00
  1918.0           6.9009E+00              6.9008E+00
  1919.0           6.9014E+00              6.9013E+00
  1920.0           6.9019E+00              6.9018E+00
  1921.0           6.9024E+00              6.9023E+00
  1922.0           6.9028E+00              6.9028E+00
  1923.0           6.9033E+00              6.9033E+00
  1924.0           6.9038E+00              6.9038E+00
  1925.0           6.9043E+00              6.9043E+00
  1926.0           6.9048E+00              6.9048E+00
  1927.0           6.9053E+00              6.9052E+00
  1928.0           6.9058E+00              6.9057E+00
  1929.0           6.9063E+00              6.9062E+00
  1930.0           6.9068E+00              6.9067E+00
  1931.0           6.9073E+00              6.9072E+00
  1932.0           6.9078E+00              6.9077E+00
  1933.0           6.9083E+00              6.9082E+00
  1934.0           6.9088E+00              6.9087E+00
  1935.0           6.9093E+00              6.9092E+00
  1936.0           6.9098E+00              6.9097E+00
  1937.0           6.9103E+00              6.9102E+00
